time_elapsed,pos_x,pos_y,pos_z,disc_state,orient_x,orient_y,orient_z
3.02,62.8996,-2.09439,7.95771,4,-0.0586083,0.294341,0.953902
3.03,63.0492,-2.07909,7.95793,4,-0.0585992,0.294249,0.953931
3.04,63.1986,-2.06355,7.95801,4,-0.0585884,0.294143,0.953964
3.05,63.3477,-2.04777,7.95798,4,-0.0585761,0.294024,0.954001
3.06,63.4966,-2.03175,7.95781,4,-0.058562,0.293892,0.954043
3.07,63.6452,-2.01549,7.95753,4,-0.0585463,0.293746,0.954089
3.08,63.7935,-1.99899,7.95712,4,-0.0585288,0.293587,0.954139
3.09,63.9415,-1.98225,7.95659,4,-0.0585094,0.293414,0.954193
3.1,64.0892,-1.96527,7.95593,4,-0.0584883,0.293229,0.954251
3.11,64.2367,-1.94805,7.95515,4,-0.0584651,0.29303,0.954314
3.12,64.384,-1.9306,7.95425,4,-0.0584401,0.292819,0.95438
3.13,64.5309,-1.9129,7.95322,4,-0.058413,0.292594,0.954451
3.14,64.6776,-1.89497,7.95207,4,-0.0583839,0.292356,0.954526
3.15,64.824,-1.87681,7.9508,4,-0.0583526,0.292106,0.954604
3.16,64.9702,-1.8584,7.94941,4,-0.0583193,0.291842,0.954687
3.17,65.1161,-1.83976,7.9479,4,-0.0582837,0.291566,0.954773
3.18,65.2617,-1.82089,7.94627,4,-0.0582459,0.291278,0.954864
3.19,65.4071,-1.80178,7.94452,4,-0.0582057,0.290976,0.954958
3.2,65.5522,-1.78244,7.94264,4,-0.0581633,0.290662,0.955056
3.21,65.697,-1.76286,7.94065,4,-0.0581185,0.290336,0.955158
3.22,65.8416,-1.74306,7.93854,4,-0.0580712,0.289997,0.955264
3.23,65.986,-1.72301,7.9363,4,-0.0580215,0.289646,0.955374
3.24,66.13,-1.70274,7.93395,4,-0.0579692,0.289282,0.955487
3.25,66.2738,-1.68224,7.93149,4,-0.0579144,0.288906,0.955604
3.26,66.4174,-1.6615,7.9289,4,-0.057857,0.288518,0.955725
3.27,66.5607,-1.64054,7.92619,4,-0.0577969,0.288118,0.955849
3.28,66.7037,-1.61935,7.92337,4,-0.0577342,0.287705,0.955977
3.29,66.8465,-1.59792,7.92043,4,-0.0576687,0.287281,0.956109
3.3,66.989,-1.57627,7.91738,4,-0.0576004,0.286844,0.956244
3.31,67.1313,-1.55439,7.91421,4,-0.0575293,0.286396,0.956383
3.32,67.2733,-1.53229,7.91092,4,-0.0574553,0.285935,0.956525
3.33,67.4151,-1.50996,7.90752,4,-0.0573785,0.285463,0.95667
3.34,67.5566,-1.4874,7.90401,4,-0.0572986,0.284979,0.95682
3.35,67.6979,-1.46462,7.90038,4,-0.0572158,0.284484,0.956972
3.36,67.8389,-1.44162,7.89663,4,-0.05713,0.283976,0.957128
3.37,67.9797,-1.41839,7.89278,4,-0.0570411,0.283457,0.957287
3.38,68.1202,-1.39494,7.88881,4,-0.0569491,0.282926,0.957449
3.39,68.2604,-1.37126,7.88472,4,-0.0568539,0.282384,0.957615
3.4,68.4005,-1.34737,7.88053,4,-0.0567555,0.281831,0.957784
3.41,68.5402,-1.32325,7.87623,4,-0.0566539,0.281266,0.957956
3.42,68.6797,-1.29891,7.87181,4,-0.0565491,0.280689,0.958131
3.43,68.819,-1.27436,7.86728,4,-0.0564409,0.280102,0.95831
3.44,68.9581,-1.24958,7.86265,4,-0.0563294,0.279503,0.958491
3.45,69.0968,-1.22459,7.8579,4,-0.0562145,0.278892,0.958676
3.46,69.2354,-1.19939,7.85304,4,-0.0560962,0.278271,0.958863
3.47,69.3737,-1.17396,7.84808,4,-0.0559744,0.277638,0.959054
3.48,69.5118,-1.14832,7.84301,4,-0.0558492,0.276995,0.959247
3.49,69.6496,-1.12247,7.83783,4,-0.0557204,0.27634,0.959443
3.5,69.7872,-1.0964,7.83254,4,-0.055588,0.275675,0.959642
3.51,69.9245,-1.07011,7.82715,4,-0.0554521,0.274998,0.959844
