mold_name,manufacturer,disc_type,stability,rim_camber_shape,mass_kg,radius_m,rim_width_m,thickness_m,rim_depth_m,rim_camber_h_m,dome_height_m
Rage,Gateway Disc Sports,Driver,Overstable,Concave,0.17760,0.10700,0.02250,0.01800,0.01200,0.01322,0.00388
Rage (retooled),Gateway Disc Sports,Driver,Overstable,Concave,0.17850,0.10750,0.02200,0.01700,0.01100,0.01336,0.00279
Sabre,Gateway Disc Sports,Fairway,Overstable,Concave,0.17600,0.10600,0.01700,0.01800,0.01200,0.00824,0.00415
Samurai,Gateway Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02300,0.01800,0.01200,0.00741,0.00470
Savage,Gateway Disc Sports,Driver,Stable,Concave,0.17680,0.10650,0.01950,0.01800,0.01200,0.01146,0.00448
Scout (new),Gateway Disc Sports,Midrange,Understable,Flat,0.18090,0.10900,0.01400,0.02100,0.01100,0.01978,0.00017
Scout (old),Gateway Disc Sports,Fairway,Stable,Concave,0.17430,0.10500,0.01700,0.02000,0.01200,0.00448,0.00354
Shaman,Gateway Disc Sports,Midrange,Understable,NONE,0.17600,0.10600,0.01000,0.01800,0.01300,0.00646,0.00325
Siren,Gateway Disc Sports,Driver,Overstable,Concave,0.17510,0.10550,0.02350,0.01800,0.01200,0.00753,0.00478
Slayer,Gateway Disc Sports,Driver,Stable,Concave,0.17430,0.10500,0.02300,0.01700,0.01200,0.00503,0.00397
Slayer (retooled),Gateway Disc Sports,Driver,Stable,Concave,0.17510,0.10550,0.02350,0.01500,0.01200,0.00628,0.00398
Spear,Gateway Disc Sports,Driver,Stable,Concave,0.17600,0.10600,0.01950,0.01400,0.01100,0.00691,0.00347
Speed Demon,Gateway Disc Sports,Driver,Overstable,Concave,0.17760,0.10700,0.02200,0.01800,0.01100,0.01322,0.00388
Speed Demon DT,Gateway Disc Sports,Driver,Overstable,Concave,0.17680,0.10650,0.02150,0.01800,0.01100,0.01201,0.00469
Spirit,Gateway Disc Sports,Driver,Overstable,Concave,0.17600,0.10600,0.02100,0.01800,0.01100,0.00926,0.00466
Voodoo,Gateway Disc Sports,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.02100,0.01600,0.00511,0.00324
Voodoo (revised),Gateway Disc Sports,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.02100,0.01600,0.00756,0.00380
Warlock,Gateway Disc Sports,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.02300,0.01600,0.00559,0.00355
Warrior (new),Gateway Disc Sports,Midrange,Stable,NONE,0.18260,0.11000,0.01350,0.01900,0.01200,0.01805,0.00000
Warrior (old),Gateway Disc Sports,Fairway,Stable,Concave,0.17430,0.10500,0.01700,0.02100,0.01200,0.00471,0.00372
Warspear,Gateway Disc Sports,Midrange,Understable,NONE,0.17600,0.10600,0.01000,0.01800,0.01300,0.00646,0.00325
Wizard,Gateway Disc Sports,Putter,Understable,Flat,0.17430,0.10500,0.01000,0.02100,0.01800,0.00299,0.00236
Wizard (revised),Gateway Disc Sports,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.02100,0.01800,0.00758,0.00381
Fenris,Guru Disc Golf,Driver,Overstable,Concave,0.17600,0.10600,0.02500,0.01700,0.01100,0.00971,0.00488
Midgard,Guru Disc Golf,Fairway,Stable,Concave,0.17510,0.10550,0.01800,0.01700,0.01100,0.00588,0.00373
Mjølner,Guru Disc Golf,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.02000,0.01500,0.00719,0.00362
Sleipner,Guru Disc Golf,Driver,Overstable,Concave,0.17600,0.10600,0.02100,0.01500,0.01100,0.00772,0.00388
Thor,Guru Disc Golf,Midrange,Stable,NONE,0.18010,0.10850,0.01300,0.02100,0.01300,0.01869,0.00126
All in One,HOLE19 sarl,Putter,Understable,Flat,0.17680,0.10650,0.00950,0.01900,0.01400,0.00919,0.00359
Hero Bullseye Putt & Approach,Hero Disc,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.01800,0.01400,0.00437,0.00277
Hero Maximus Distance Driver,Hero Disc,Fairway,Stable,Concave,0.17510,0.10550,0.01750,0.01600,0.01200,0.00544,0.00345
Hero Stinger Mid-Range,Hero Disc,Midrange,Stable,NONE,0.17600,0.10600,0.01000,0.01900,0.01300,0.00682,0.00343
Guardian,Hero Leports Co.,Putter,Stable,Flat,0.17680,0.10650,0.01000,0.02100,0.01500,0.01033,0.00403
Cheengz I-One,Hyperflite,Putter,Understable,Flat,0.18340,0.11050,0.00900,0.02000,0.01400,0.01900,0.00000
Alpaca,Infinite Discs,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.02000,0.01500,0.00499,0.00316
Anubis,Infinite Discs,Midrange,Stable,Concave,0.18090,0.10900,0.01550,0.02100,0.01300,0.01978,0.00017
Aztec,Infinite Discs,Driver,Stable,Concave,0.17600,0.10600,0.02150,0.01500,0.01100,0.00782,0.00393
Centurion,Infinite Discs,Fairway,Stable,Concave,0.17510,0.10550,0.01650,0.01800,0.01200,0.00588,0.00373
Chariot,Infinite Discs,Midrange,Stable,Flat,0.18090,0.10900,0.01400,0.01700,0.01400,0.01601,0.00014
Cohort,Infinite Discs,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.01800,0.01300,0.00436,0.00276
Emperor,Infinite Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02350,0.01700,0.01200,0.00711,0.00451
Exodus,Infinite Discs,Fairway,Stable,Concave,0.17510,0.10550,0.01800,0.01800,0.01100,0.00623,0.00395
Inca,Infinite Discs,Putter,Stable,Flat,0.18010,0.10850,0.01350,0.01900,0.01400,0.01691,0.00114
Maya,Infinite Discs,Driver,Stable,Concave,0.17510,0.10550,0.02100,0.01600,0.01100,0.00617,0.00391
Myth,Infinite Discs,Putter,Understable,Flat,0.17600,0.10600,0.01100,0.02100,0.01500,0.00785,0.00395
Pharaoh,Infinite Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02350,0.01400,0.01100,0.00585,0.00371
Ra,Infinite Discs,Putter,Stable,Flat,0.18010,0.10850,0.01450,0.01800,0.01400,0.01602,0.00108
Ruin,Infinite Discs,Putter,Stable,Flat,0.18090,0.10900,0.01350,0.01800,0.01400,0.01696,0.00014
Scarab,Infinite Discs,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.02100,0.01500,0.00755,0.00380
Scepter,Infinite Discs,Driver,Overstable,Concave,0.17600,0.10600,0.01950,0.01400,0.01100,0.00691,0.00347
Slab,Infinite Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02300,0.01600,0.01200,0.00869,0.00437
Sphinx,Infinite Discs,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01600,0.01100,0.00575,0.00364
Tomb,Infinite Discs,Midrange,Understable,Convex,0.17680,0.10650,0.01100,0.01600,0.01300,0.00810,0.00316
Ace,Innova Champion Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01600,0.01600,0.01200,0.00513,0.00325
Aero,Innova Champion Discs,Midrange,Understable,NONE,0.18010,0.10850,0.01050,0.02500,0.01300,0.02224,0.00151
Animal,Innova Champion Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01000,0.02100,0.01300,0.00754,0.00379
Ape,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02450,0.01500,0.01200,0.00647,0.00410
Archangel,Innova Champion Discs,Driver,Understable,Concave,0.17510,0.10550,0.01900,0.01600,0.01500,0.00577,0.00366
Archon,Innova Champion Discs,Driver,Stable,Concave,0.17510,0.10550,0.02250,0.01700,0.01200,0.00689,0.00437
Atlas,Innova Champion Discs,Midrange,Stable,NONE,0.18090,0.10900,0.01350,0.01700,0.01400,0.01601,0.00014
Avatar,Innova Champion Discs,Putter,Stable,Flat,0.18010,0.10850,0.01350,0.01800,0.01400,0.01602,0.00108
Aviar,Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.02000,0.01500,0.00691,0.00347
Aviar 3,Innova Champion Discs,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.01900,0.01500,0.00683,0.00344
Aviar Putter,Innova Champion Discs,Putter,Understable,Flat,0.17600,0.10600,0.00900,0.02000,0.01500,0.00691,0.00347
Aviar XD,Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.02100,0.01100,0.00722,0.00363
Aviar XD (retooled),Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.02000,0.01200,0.00689,0.00346
AviarX3,Innova Champion Discs,Putter,Understable,Flat,0.17680,0.10650,0.01000,0.01800,0.01600,0.00886,0.00346
Banshee,Innova Champion Discs,Fairway,Overstable,Concave,0.17600,0.10600,0.01800,0.01500,0.01200,0.00708,0.00356
Barracuda,Innova Champion Discs,Midrange,Stable,Concave,0.18680,0.11250,0.01600,0.01700,0.01200,0.01615,0.00000
Beast,Innova Champion Discs,Driver,Understable,Concave,0.17600,0.10600,0.02050,0.01400,0.01100,0.00710,0.00357
Birdie,Innova Champion Discs,Putter,Understable,Flat,0.17510,0.10550,0.00700,0.02300,0.01900,0.00472,0.00299
Birdie (retooled),Innova Champion Discs,Putter,Understable,Flat,0.17600,0.10600,0.00700,0.02400,0.01900,0.00764,0.00384
Boss,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02500,0.01500,0.01200,0.00858,0.00431
Bulldog,Innova Champion Discs,Putter,Understable,Flat,0.17510,0.10550,0.01250,0.02000,0.01600,0.00552,0.00350
Bullfrog,Innova Champion Discs,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.01800,0.01300,0.00448,0.00284
CE Aero,Innova Champion Discs,Midrange,Stable,NONE,0.18260,0.11000,0.01000,0.02300,0.01300,0.02185,0.00000
CE Aviar,Innova Champion Discs,Putter,Understable,Flat,0.17680,0.10650,0.00900,0.02000,0.01500,0.00953,0.00372
CE Eagle,Innova Champion Discs,Fairway,Overstable,Concave,0.17600,0.10600,0.01700,0.01600,0.01200,0.00733,0.00368
CE FireBird,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.01900,0.01400,0.01200,0.00681,0.00342
CE Leopard,Innova Champion Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01600,0.01600,0.01100,0.00512,0.00325
CE Spider,Innova Champion Discs,Midrange,Stable,NONE,0.17600,0.10600,0.01300,0.01700,0.01400,0.00683,0.00344
CE TeeBird,Innova Champion Discs,Fairway,Overstable,Concave,0.17600,0.10600,0.01700,0.01500,0.01100,0.00687,0.00345
CE Valkyrie,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.01900,0.01400,0.01200,0.00681,0.00342
CRO,Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.01350,0.02000,0.01400,0.00818,0.00411
Caiman,Innova Champion Discs,Midrange,Understable,Flat,0.17510,0.10550,0.01400,0.01700,0.01400,0.00501,0.00318
Cheetah,Innova Champion Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01600,0.01900,0.01200,0.00609,0.00386
Cheetah (retooled),Innova Champion Discs,Midrange,Overstable,Concave,0.17600,0.10600,0.01600,0.01900,0.01200,0.00843,0.00424
Classic Ace,Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.02200,0.01100,0.00757,0.00380
Classic Roc,Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.02000,0.01200,0.00689,0.00346
Cobra,Innova Champion Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02000,0.01100,0.01780,0.00120
Cobra Classic,Innova Champion Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02100,0.01100,0.01869,0.00126
Colossus,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02500,0.01700,0.01100,0.00744,0.00472
Colt,Innova Champion Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01100,0.01800,0.01300,0.00672,0.00338
Commander,Innova Champion Discs,Midrange,Stable,Flat,0.18090,0.10900,0.01400,0.02200,0.01200,0.02073,0.00017
Condor,Innova Champion Discs,Putter,Stable,Flat,0.20000,0.12050,0.01300,0.02200,0.01600,0.02090,0.00000
Corvette,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01800,0.01200,0.00765,0.00485
Coupe,Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.00900,0.02000,0.01300,0.00689,0.00347
Coyote,Innova Champion Discs,Midrange,Stable,Convex,0.18010,0.10850,0.01150,0.01900,0.01300,0.01691,0.00114
Croc,Innova Champion Discs,Putter,Understable,Flat,0.17510,0.10550,0.01400,0.02000,0.01400,0.00590,0.00374
Daedalus,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02350,0.01500,0.01200,0.00628,0.00398
Dart,Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.01200,0.02200,0.01400,0.00853,0.00429
Destroyer,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01400,0.01200,0.00558,0.00354
Dolphin,Innova Champion Discs,Midrange,Stable,Concave,0.17760,0.10700,0.01600,0.02100,0.01200,0.01542,0.00453
Dominator,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02450,0.01400,0.01100,0.00604,0.00383
Dragon,Innova Champion Discs,Fairway,Stable,Concave,0.17430,0.10500,0.01800,0.01900,0.01200,0.00449,0.00354
Eagle (new),Innova Champion Discs,Fairway,Overstable,Concave,0.17600,0.10600,0.01700,0.01600,0.01200,0.00733,0.00368
Eagle (old),Innova Champion Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01050,0.02500,0.01300,0.02224,0.00151
Firebird,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.01900,0.01400,0.01200,0.00503,0.00319
Firebird L (FL),Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.01900,0.01700,0.01200,0.00611,0.00388
Firefly,Innova Champion Discs,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.02100,0.01500,0.00510,0.00323
Firestorm,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02300,0.01500,0.01100,0.00617,0.00391
Foxbat,Innova Champion Discs,Putter,Stable,Flat,0.18010,0.10850,0.01350,0.02200,0.01400,0.01958,0.00132
Gargoyle,Innova Champion Discs,Midrange,Stable,Flat,0.17600,0.10600,0.01400,0.02000,0.01200,0.00831,0.00418
Gator,Innova Champion Discs,Putter,Overstable,Flat,0.17600,0.10600,0.01300,0.01900,0.01400,0.00764,0.00384
Gator3,Innova Champion Discs,Putter,Stable,Concave,0.17600,0.10600,0.01500,0.01800,0.01400,0.00775,0.00389
Gazelle,Innova Champion Discs,Midrange,Overstable,Concave,0.17600,0.10600,0.01600,0.01800,0.01200,0.00799,0.00402
Goblin,Innova Champion Discs,Putter,Stable,Flat,0.17600,0.10600,0.00950,0.02200,0.01300,0.00774,0.00389
Gopher,Innova Champion Discs,Putter,Understable,Flat,0.19010,0.11450,0.00700,0.02500,0.02100,0.02375,0.00000
Gremlin,Innova Champion Discs,Midrange,Stable,NONE,0.17600,0.10600,0.01350,0.01800,0.01200,0.00735,0.00370
Griffin,Innova Champion Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01700,0.02000,0.01300,0.00917,0.00461
Groove,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01700,0.01200,0.00722,0.00458
Hammer,Innova Champion Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02100,0.01100,0.01869,0.00126
Hawg,Innova Champion Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01200,0.02000,0.01300,0.00775,0.00390
Hydra,Innova Champion Discs,Putter,Stable,Flat,0.17510,0.10550,0.01400,0.02000,0.01400,0.00590,0.00374
Invader,Innova Champion Discs,Putter,Understable,Flat,0.17600,0.10600,0.01050,0.01900,0.01500,0.00697,0.00350
Invictus,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02150,0.01500,0.01200,0.00783,0.00394
Jaguar,Innova Champion Discs,Fairway,Stable,Concave,0.20000,0.12050,0.01600,0.01700,0.01400,0.01615,0.00000
Katana,Innova Champion Discs,Driver,Understable,Concave,0.17600,0.10600,0.02450,0.01800,0.01200,0.01016,0.00511
Kite,Innova Champion Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01650,0.01900,0.01300,0.00858,0.00431
Krait,Innova Champion Discs,Driver,Stable,Concave,0.17600,0.10600,0.02300,0.02300,0.01200,0.01250,0.00628
Leopard,Innova Champion Discs,Midrange,Overstable,Concave,0.17600,0.10600,0.01600,0.01600,0.01100,0.00710,0.00357
Leopard 3,Innova Champion Discs,Fairway,Overstable,Concave,0.17600,0.10600,0.01700,0.01700,0.01100,0.00778,0.00391
Lion,Innova Champion Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01350,0.01700,0.01400,0.01513,0.00102
Lycan,Innova Champion Discs,Putter,Stable,Concave,0.18090,0.10900,0.01500,0.02100,0.01400,0.01978,0.00017
Lynx,Innova Champion Discs,Putter,Stable,Flat,0.20000,0.12050,0.01300,0.02500,0.01600,0.02375,0.00000
Mako,Innova Champion Discs,Putter,Stable,Flat,0.18010,0.10850,0.01200,0.02100,0.01400,0.01869,0.00126
Mako 3,Innova Champion Discs,Putter,Stable,Convex,0.18010,0.10850,0.01350,0.01900,0.01400,0.01691,0.00114
Mamba,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02100,0.01700,0.01100,0.00655,0.00415
Manta,Innova Champion Discs,Midrange,Stable,Flat,0.18090,0.10900,0.01400,0.01900,0.01200,0.01790,0.00015
Max,Innova Champion Discs,Driver,Stable,Concave,0.17600,0.10600,0.02200,0.01900,0.01200,0.01005,0.00505
Mirage,Innova Champion Discs,Midrange,Stable,NONE,0.17600,0.10600,0.01100,0.01900,0.01200,0.00708,0.00356
Monarch,Innova Champion Discs,Driver,Stable,Concave,0.17510,0.10550,0.02050,0.01600,0.01200,0.00607,0.00385
Monster,Innova Champion Discs,Driver,Stable,Concave,0.17600,0.10600,0.02000,0.01400,0.01200,0.00701,0.00352
Moray,Innova Champion Discs,Midrange,Stable,NONE,0.17930,0.10800,0.01200,0.01900,0.01100,0.01592,0.00213
Mystere,Innova Champion Discs,Driver,Stable,Concave,0.17510,0.10550,0.02100,0.01600,0.01100,0.00617,0.00391
ORC,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01900,0.01200,0.00951,0.00478
Panther,Innova Champion Discs,Midrange,Stable,NONE,0.17600,0.10600,0.01300,0.01900,0.01200,0.00762,0.00383
Pegasus,Innova Champion Discs,Fairway,Stable,Concave,0.17510,0.10550,0.01700,0.01700,0.01100,0.00566,0.00359
Phenix,Innova Champion Discs,Fairway,Stable,Concave,0.19090,0.11500,0.01700,0.02600,0.01300,0.02470,0.00000
Pig,Innova Champion Discs,Putter,Understable,Flat,0.17600,0.10600,0.01400,0.02100,0.01400,0.00874,0.00439
Piranha,Innova Champion Discs,Putter,Understable,Flat,0.17600,0.10600,0.00700,0.02100,0.01600,0.00666,0.00335
Pole Cat,Innova Champion Discs,Putter,Understable,Flat,0.17680,0.10650,0.00700,0.02300,0.01600,0.01026,0.00401
Puma,Innova Champion Discs,Midrange,Stable,NONE,0.17600,0.10600,0.01300,0.01700,0.01200,0.00682,0.00343
Python,Innova Champion Discs,Driver,Stable,Concave,0.18010,0.10850,0.01900,0.01700,0.01100,0.01513,0.00102
Ram,Innova Champion Discs,Fairway,Stable,Concave,0.18010,0.10850,0.01800,0.01900,0.01300,0.01691,0.00114
Rat,Innova Champion Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01150,0.01700,0.01400,0.00647,0.00325
Raven,Innova Champion Discs,Midrange,Overstable,Concave,0.18010,0.10850,0.01600,0.01900,0.01200,0.01691,0.00114
Rhyno,Innova Champion Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01000,0.01900,0.01300,0.00682,0.00343
Rhyno X,Innova Champion Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01050,0.02000,0.01300,0.00732,0.00368
Roadrunner,Innova Champion Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01800,0.01400,0.01200,0.00485,0.00308
Roc,Innova Champion Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02000,0.01300,0.01780,0.00120
Roc 3,Innova Champion Discs,Midrange,Stable,Flat,0.18090,0.10900,0.01400,0.02000,0.01300,0.01884,0.00016
RocX3,Innova Champion Discs,Putter,Stable,Flat,0.18090,0.10900,0.01400,0.02000,0.01400,0.01884,0.00016
Savant,Innova Champion Discs,Driver,Stable,Concave,0.17510,0.10550,0.01950,0.01600,0.01100,0.00585,0.00371
Scorpion,Innova Champion Discs,Fairway,Overstable,Concave,0.18680,0.11250,0.01700,0.02100,0.01200,0.01995,0.00000
Shark,Innova Champion Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.02100,0.01300,0.01869,0.00126
Shark 3,Innova Champion Discs,Midrange,Stable,Flat,0.18090,0.10900,0.01400,0.02000,0.01300,0.01884,0.00016
Shryke,Innova Champion Discs,Driver,Understable,Concave,0.17510,0.10550,0.02350,0.01700,0.01200,0.00711,0.00451
Sidewinder,Innova Champion Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01800,0.01400,0.01200,0.00485,0.00308
Skeeter,Innova Champion Discs,Midrange,Stable,NONE,0.17600,0.10600,0.01250,0.01900,0.01300,0.00749,0.00377
Sonic,Innova Champion Discs,Putter,Understable,Flat,0.17930,0.10800,0.00600,0.02300,0.01600,0.01927,0.00258
Spider,Innova Champion Discs,Midrange,Stable,NONE,0.17600,0.10600,0.01300,0.01700,0.01400,0.00683,0.00344
Starfire,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01400,0.01100,0.00700,0.00352
Starfire L (SL),Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02000,0.01700,0.01100,0.00633,0.00401
Stingray,Innova Champion Discs,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.01800,0.01100,0.01602,0.00108
Stud,Innova Champion Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01150,0.01900,0.01300,0.00722,0.00363
TL 3,Innova Champion Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01800,0.01700,0.01100,0.00802,0.00403
Tee-Rex,Innova Champion Discs,Driver,Stable,Concave,0.17510,0.10550,0.02150,0.01700,0.01200,0.00667,0.00423
TeeBird,Innova Champion Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01700,0.01500,0.01100,0.00687,0.00345
TeeBird L (TL),Innova Champion Discs,Fairway,Stable,Concave,0.17510,0.10550,0.01800,0.01600,0.01200,0.00554,0.00352
TeeDevil,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02400,0.01600,0.01200,0.00892,0.00449
Teebird 3,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.01850,0.01700,0.01100,0.00814,0.00409
Tern,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01700,0.01100,0.00688,0.00437
Thunderbird,Innova Champion Discs,Driver,Stable,Concave,0.17600,0.10600,0.01950,0.01600,0.01100,0.00789,0.00397
Toro,Innova Champion Discs,Midrange,Understable,NONE,0.17600,0.10600,0.01300,0.01700,0.01400,0.00683,0.00344
VRoc,Innova Champion Discs,Midrange,Stable,Flat,0.18090,0.10900,0.01400,0.02000,0.01300,0.01884,0.00016
Valkyrie,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.01900,0.01400,0.01200,0.00503,0.00319
Viking,Innova Champion Discs,Driver,Stable,Concave,0.17600,0.10600,0.01900,0.01400,0.01100,0.00681,0.00342
Viper,Innova Champion Discs,Midrange,Stable,Concave,0.18010,0.10850,0.01600,0.02000,0.01300,0.01780,0.00120
Vulcan,Innova Champion Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02400,0.01400,0.01100,0.00780,0.00392
Wahoo,Innova Champion Discs,Driver,Stable,Concave,0.17430,0.10500,0.02450,0.02000,0.01200,0.00627,0.00496
Warhog,Innova Champion Discs,Putter,Understable,Flat,0.17600,0.10600,0.01400,0.02200,0.01400,0.00916,0.00460
Wedge,Innova Champion Discs,Midrange,Stable,NONE,0.17600,0.10600,0.01000,0.01700,0.01200,0.00610,0.00306
Whale,Innova Champion Discs,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.02000,0.01500,0.00499,0.00316
Whippet,Innova Champion Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01700,0.01900,0.01300,0.00871,0.00438
Wolf,Innova Champion Discs,Midrange,Stable,NONE,0.18090,0.10900,0.01200,0.01600,0.01100,0.01507,0.00013
Wombat,Innova Champion Discs,Putter,Stable,Flat,0.18090,0.10900,0.01450,0.02200,0.01400,0.02073,0.00017
Wombat3,Innova Champion Discs,Putter,Stable,Flat,0.18090,0.10900,0.01450,0.02000,0.01400,0.01884,0.00016
Wraith,Innova Champion Discs,Driver,Stable,Concave,0.17510,0.10550,0.02100,0.01400,0.01200,0.00540,0.00342
XCaliber,Innova Champion Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02350,0.01600,0.01200,0.00669,0.00424
XT V-Aviar,Innova Champion Discs,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.02000,0.01400,0.00485,0.00308
Berg,Kastaplast,Putter,Understable,Flat,0.17510,0.10550,0.00900,0.02000,0.01400,0.00459,0.00291
Falk,Kastaplast,Driver,Stable,Concave,0.17510,0.10550,0.01950,0.01800,0.01100,0.00658,0.00417
Grym,Kastaplast,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01800,0.01100,0.00717,0.00455
Grym X,Kastaplast,Driver,Overstable,Concave,0.17600,0.10600,0.02150,0.01600,0.01100,0.00835,0.00420
Göte,Kastaplast,Midrange,Stable,NONE,0.18180,0.10950,0.01300,0.02100,0.01300,0.01995,0.00000
Kaxe,Kastaplast,Putter,Stable,Concave,0.17430,0.10500,0.01500,0.01900,0.01300,0.00381,0.00301
Kaxe Z,Kastaplast,Putter,Stable,Concave,0.17510,0.10550,0.01550,0.01900,0.01300,0.00597,0.00378
Lots,Kastaplast,Driver,Overstable,Concave,0.17510,0.10550,0.01900,0.01500,0.01100,0.00539,0.00342
Rask (new),Kastaplast,Driver,Overstable,Concave,0.17600,0.10600,0.02200,0.01600,0.01100,0.00846,0.00425
Rask (old),Kastaplast,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01600,0.01100,0.00638,0.00404
Reko,Kastaplast,Putter,Understable,Flat,0.17600,0.10600,0.01050,0.01800,0.01400,0.00660,0.00332
Stål,Kastaplast,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01800,0.01100,0.00647,0.00410
Svea,Kastaplast,Midrange,Stable,NONE,0.18180,0.10950,0.01300,0.02100,0.01300,0.01995,0.00000
Beginner Fairway Driver,Kestrel Outdoors,Fairway,Overstable,Concave,0.17430,0.10500,0.01700,0.01500,0.01100,0.00336,0.00265
Beginner Mid-Range,Kestrel Outdoors,Midrange,Understable,NONE,0.17510,0.10550,0.01000,0.01900,0.01200,0.00460,0.00291
Beginner Putter,Kestrel Outdoors,Putter,Understable,Flat,0.17600,0.10600,0.00800,0.01900,0.01600,0.00630,0.00317
Orsus,LB Sport Loisir,Midrange,Stable,Flat,0.17850,0.10750,0.01400,0.02300,0.01200,0.01808,0.00377
Ka-kaa,Las Aves Disc Golf,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01600,0.01100,0.00638,0.00404
Wo-Hoo,Las Aves Disc Golf,Putter,Stable,Concave,0.17510,0.10550,0.01550,0.01800,0.01300,0.00565,0.00359
